title,date,content,idx
[집콕놀이] 이젠 취미가 되어버린 늘토DIY 보석십자수,2021. 3. 5. 16:44,버린 늘토 보석십자수   한달도 안되서 완성해버린 저의 소소한 집콕취미그거슨 바로 보석십자수 남들 다 하는건줄 몰랐는데이미 다들 하고있더라구여사실 저는 인싸겸디동생의 선물로 시작하게 되었어요 늘토 보석집자수 패브릭형보석십자수 패브릭형  구름제가 선물로 받은 건 늘토 보석십자수 패브릭형이구요주제제목은 구름 입니다이것마저 제취향으로 잘 골라준 겸디ㅠㅠ 센스ㅜㅜ먼저 구성품을 살펴보겠습니다패브릭형이어서 긴 상자에 도안이 돌돌 말려져 왔어요이걸 펼쳐보기전까진 이게 뭔지 몰랐던 나왼쪽 상단에 완성된 그림이 보이시나요 색감 너무 이쁘져 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ하늘 구름 성애자인 저는 완전 심쿠궁 생일선물로 받자마자 바로 열어봤어야 했는데조금 늦에 오픈한 탓에 좀더 많이 말려버린 패브릭형 도안 ㅠㅠ힝 여튼 자알 펼쳐두고 구성품을 보겠습니다색이 아주아주 다양한 비즈들보석이 포장되어있구요비즈는 지퍼팩에 색깔별로 잘 나뉘어져 있어서 좋았어요그리고 무려 펜이 비즈붙이는펜 개나 있더라구요앞면과 뒷면 크기가 달랐구요핀셋도 두개씩 있고 고체풀도 넉넉하게 들어있었어요펜을 잡고 하다보면 손가락 마디가 아플수 있는데  아프지말라고 보호대까지  뭐 이런 센스가 ㅠㅠㅠㅠㅠ보석십자수 하는 방법생각보다 엄청엄청 간단했어요 혹시 다들 예전에 십자수 해보셨나요 학창시절에 한번쯤 해보셨을거같은데그럼 더더 이해가 쉽구요 아니어도 쉬워요먼저 구성품을 잘 확인하구요 도안에 적힌 기호숫자를 기호표에 대조해서 번호에 맞는 비즈보석를 찾아주세요비즈를 트레이에 담고 좌우로 흔들어 주세요 정렬이 되게끔고체풀을 펜으로 꾹 찔러서풀을 펜에 넣어주세요 손쉽게 잘됩니다펜으로 비즈를 살짝 찍어 비즈를 펜에 붙인 뒤도안에다가 꾹 붙이면 됩니다끄읕 아주 쉽죠 월일에 처음 시작했어요저는 세로형이어서 아래에서 점차적으로 올라가는 걸루제일 아래쪽이 쭈욱 같은 색이어서 층층히 쌓아가기로 결정했어요블로그도 해야하고 일기도 써야하고 집안일도 해야하고 하아이것저것 할게 많은 직장인이자 프로취미러인 저요즘 직장에서 받는 스트레스가 이만저만이 아니어서취미도 할겸 스트레스도 풀겸 조금씩 해보기로 했어요첨엔 그냥 무턱대고 시작 ㅋㅋㅋㅋㅋ그래서 늘토 사이트에서 하는 방법을 눈으로보며시작했어요 ㅋㅋㅋㅋㅋㅋ아니 이렇게 쉬운걸하실 수 있겠지만전 그랬어여  첨이니까조심스럽게 투명비닐을 살짝 벗겨내고소심하게 붙여봅니다월 일그닥 일과 일의 한 양이 별 차이가 없죠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이때는 아직 속도가 붙지 않을때라느릿느릿 했어요월일안한거 같아 보이지만 일보다 더 했어요 매일매일은 못해도이틀에 한번씩은 꼭 꼭 하게되더라구요월 중순이 지나면서 거의 중독수준 ㅋㅋㅋㅋ피곤한날에 더하게되던월일분명 일과 일은 일주일차이인데순식간에 많이 하지 않았나요이때는 속도도 붙고 재미도 완전 붙여서다요리 쓰는것도 제쳐두고블로그도 제쳐두고 이것만 했어요이때가 진짜 스트레스 열받음 최고조였는데 보석십자수를 함으로인해 많이 릴렉스 했다눈그렇게 완성이 코앞일쯔음 오빠가 자기도 해보겠다고 하더라구여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ허참ㅋㅋㅋ좀 하더니 사진좀 찍어보라며 ㅋㅋㅋㅋㅋㅋ그러더라구여ㅋㅋㅋ월일그래서 이렇게 오빠가 하는모습도사진으로 남겨놓았습니다마지막에 숟가락 얹기하심지지않기위해 제사진도 찰칵역시 월 일 같은날이구요진짜 거의 다했죠거실과 안방을 오가면서 밤마다잠옷입고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서 사진이 죄다 잠옷사진 완성하던 날월 일마지막 비즈만을 남겨놓은 순간입니다이 자세로 사진을 얼마나 찍었는지 크흡오빠가 알아서 찍어준 확대샷 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ마지막 순간을 위해완성이 되는 순간을자축하기위해 동영상도 찍어보았습니다꺅 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ짝짝짝짝완성했습니다 왕 뿌듯  멀리서 보면 진짜 왕왕 더 이뻐요 색배합이 다 제가 좋아하는 색위주여서너무너무 만족합니다 ㅠㅠ아직 어디다 둘지 고민중이어서자리는 못잡았지만흠흠여튼 완성했어요   다 하고 나서 무거운책으로 눌러두라고 해서하루동안은 눌러두었답니다 그리고 끝남과 동시에 개 더 샀어요 ㅋㅋㅋ보석십자수 보석십자수패브릭 집콕놀이 집순이보석십자수하는방법 늘토취미부자의 제멋대로 일상기록 블로그에요 광고이웃 안받아요,minli/222265425165
새로운 취미로 미용 바리깡을 배웠다!!,2021. 3. 6. 22:19,배웠다   코로나가 정말 일년이 되었다이렇게 심각하고 길어질줄은아무도 몰랐지마스크가 악세사리가 아닌 언더웨어처럼 필수가 된 아직도 믿기 힘든시기가 되었다 ㅠㅠㅠㅠㅠ암튼그냥 이건 주저리주저리내가 음식 하는거 빼고는약간의 손재주가 있는거 같긴 하다ㅋㅋㅋㅋㅋㅋㅋㅋ나는야 피아노 전공이고그림도 그렸고조명액자도 해서 부업도 하고그덕에 생생정보통에도 출연해 보고재봉틀도 배워서 한때는원피스 주구장창 만들어 입었고컴퓨터 작업도 좀 나름 하고만들기도 좀 하고아빠한테 어깨넘어 배워 기계같은거도 좀 잘고치고 조립하고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데미용도 진짜 배우고싶었는데드디어 찾았다막 문센이랑 여러군데 수업이 몇개 있긴했지만시간이 너무 안맞아서 못했다ㅠㅠㅠ사실 작년 코로나가 막 시작할때 쯔음인터넷 막 찾아서배울까 말까 넘 고민하다가코로나거 걸려서 안했는데이젠 코로나시대여서 배워야한다는생각이 엄청 들어서년 월 수업 신청해서 배웠다엄마랑 같이갔다ㅎㅎㅎㅎ내가 배우고 싶은 이유는 딱하나다내머리를 자르는거 노노내 머리 똑단발 내가 봐도 까다로움나는 남편머리를 다듬어주고 내가 뭔가 해주고 싶은 욕구가 뿜뿜우리엄마는 나중에 미용 봉사하고 싶다고암튼 일요일반으로 등록했다원래 금요일 오전반 하려다가 엄마가 같이 하고 싶은데 엄마가 일요일만 가능해서ㅎㅎ혹시 관심 있어서 이글을 보고 있는 분이라면바로 위 링크 들어가면 수업시간표 있어요첫날커트 할때 사용하는 용어도구 사용법  가위로 하는 댄디컷을 배웠다첫날 배운 내용 ㅎㅎ솔직히 살짝 많이 어려웠다그래도 마지막 날 되니까조금 기억나고 그제서야대충 알았다ㅎㅎㅎㅎㅎ첫날 마네킹가발바로 실습 ㅎㅎㅎ후ㅋㅋㅋㅋㅋㅋㅋ나름 뭔가 괜찮았다가위 잡는 법도 배우고 진짜 자르는데쓰읏쓰윽 어우 재밌어둘째날첫째날 자른 가발을 라인따기를 했다포즈는 거의 디자이너급블로그 포스팅할거라 했더니 선생님께서아주 만족스럽게 매 시간 사진찍어주셔서이렇게 기록을 ㅎㅎㅎㅎ뭔가 웃긴대 잘한거라고 해주심선생님께서 칭찬을 많이 해주신다 드디어 바리깡을바리깡  둘째날 했는데좌절이 몰려왔다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마랑 나랑 바리깡 하고 초만에헙 헐선생님 땜빵났어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ처음부터 클리퍼 안끼고 했는데다음시간부턴 클리퍼 끼고 하면 땜빵 안날거라며와 가위 하는거보다 어려웠다 ㅠ바리깡이 쉬울줄 알았는데상상이상으로 좀 어려웠음 살짝 멘붕옴바리깡 첨 하는날낮은 상고컷을 했다셋째날저번 시간에 한거 아래 바리깡으로 조금더 쳐서높은상고 맞겠지ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그리고 바로 아래는 위에꺼를 드라이 해준거다또다른 느낌 ㅎㅎㅎㅎ물론 드라이는 선생님께서 해주심갑자기 엄마가 삭발해보고 싶다고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서 바리깡으로 아주 시원하게 다 밀어봤다오우 또다른 느낌바리깡 생각보다 결코 쉽지 않았다넷째날ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ남자가발 분무기에 젖은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭔가 멋있어짐 점점다섯째날 그동안 배운거 실습 복습순서대로 인가나름 그럴싸함마지막 수업 마지막 컷트넘 재밌었다진짜로선생님도 딱딱하지 않게 설명해주시고알려주시고기죽을까봐ㅋㅋㅋㅋ칭찬도 항상듬뿍듬뿍 해주시고ㅎㅎㅎㅎㅎㅎㅎ넘 좋았다그냥 결국엔 예쁘게 멋있게 커트 하면 되는거라고자신감을 뿜뿜 심어주심엄마랑도 같이 배워서 넘 좋았다선생님 이글을 보고 계신다면수업 넘 유익하고 재밌었어요그동안 감사했습니다 바리깡 산거 가위산거 집에서 직접 그이씨 머리이발햐준거곧 포스팅 하겠음하이 퀄리티와 리얼리 착한 가격데일리 오피스룩 쇼핑몰어디에서나 빛나는 데일리룩바리깡배우기바리깡수업바리깡취미홈헤어미용수업초보바리깡초보미용배우기당신의 사랑이 늘 행복하기를,sinae1255/222266726152
"집에서 하기 좋은 취미, 디즈니 보석 십자수 ",2021. 3. 6. 10:10,집에서 하기 좋은 취미 디즈니 보석 십자수    작은 사이즈의 디즈니 프린세스 보석 십자수 세트이거 구입한지 좀 지났고 완성도 한참 전에 했는데이제야 올리는 리뷰집콕 취미 디즈니  캐릭터 보석 십자수지난달에 짝꿍이랑 성신여대 아트박스 들어갔다가결국 저번에 올린 보석 십자수 리뷰 아마도 구입은 작은 보석 십자수 먼저 했고어려운 거 먼저 해보겠다고 이 큰 보석 십자수부터 시작했던 거 같다백설공주는 꼬맹이 주려고 샀고자스민 공주는 예뻐서 골랐다작은 사이즈라 쉽게 할 수 있을 것 같아서어려운 거 먼저 시작했는데진짜 사두고 안 하고 미뤄두다가시작하니까 너무 쉽게 끝나버린머리카락이 함께 나왔네 ㅎㅎ그림이 작아서 진짜 금방 완성한다특히 큰 사이즈 보석 십자수 해보신 분들은난이도가 하중에 하일 듯물론 작아서 좋은 건 있는데불편한 건 컬러 구분이 잘 안된다분명 그림을 보면 색이 은근 다른데구슬에서 구분이 안 간다큰 사이즈의 그림들은 다 나눠져있으니까쉽게 구분이 가고 그 컬러만 꺼내서 붙이면 되는데작다 보니 모든 컬러의 보석들이 함께 들어있어서구분하기 어려우니 머리카락이나 피부처럼 구분 가능한 것부터 해봐도 좋다그리고 잠깐 다른 리뷰도 함께사실 저 지갑 컬러도 마음에 들고 디자인도 좋아서 구입했는데 구입하고 일주일 만에 안녕입구가 저렇게 좁은 거 생각 못 하고 구입해서몇 번 쓰다가 불편해서 힘으로 ㅋㅋ그렇게 예쁜 지갑을 하나 보냈다그리고 함께 구입했던 펜은 마음에 들어서아예 세트로 전부 구입했는데필기감도 좋고 컬러도 좋다  빈티지 라인나중에 이 펜 리뷰도 해야겠다이미 사진은 다 찍어뒀는데빨리 올려야지 이상하게 내 돈 내산 리뷰들은 좀 늦게 올리게 된다작은 사이즈 골랐던 게그림도 귀여웠지만 테이프처럼다른 물건에 붙일 수 있어서 구입했다백설공주는 꼬맹이 텀블러에 붙여줬고심지어 물어보지 않고 내 마음대로 붙였음근데 좋아하니까 그리고 내 컵엔 자스민 공주저 컵 커피빈 컵인데 이벤트로 샀는데저것도 사진 찍어두고 리뷰는 안 하는 나뭐 하는 건지 ㅋㅋ은근 잘 어울린다그리고 접착력이 궁금할 텐데이거 붙여서 사용한 지 지금 개월 이상 지났는데전혀 떨어지지 않고 잘 붙어있다세척할 때 물이 닿는데도 잘 버티고 있다은근 귀엽다 이거이런 거 좋아하면 구입해서 원하는 물건에 붙여봐도 좋겠다노트에도 굿아이패드에 붙일까 했는데아이패드 케이스가 굴곡이 있어서 붙이질 못했다보석 십자수를 다 완성하고 나서이렇게 뒷면을 떼면간단하게 떼서 붙이면 끝큰 사이즈의 보석 십자수는 시도해보기 어렵다고 생각되면 작은 사이즈의 보석 십자수를 해보면 좋겠다은근 시간도 금방 가고 집중하기도 좋다지금 큰 사이즈의 보석 십자수 그림 몇 개 봐 둔 거 있는데품절이기도 하고 하나는 실제로 보니 예쁘지 않아서 구입하지 않았지만구입하게 되면 또 리뷰할 예정 얼마 전 집에 남아있던 스티커북도 다 했는데이제 뭐하고 놀지오늘도 괜찮은 하루 사진을 찍고 글을 써요후지,gospel416/222265427877
시접 다리기에 좋은 카스 미니 무선 다리미 취미 생활 추천,2021. 3. 5. 14:12,무선 다리미 취미 생활 추천   바느질을 할 때 각 과정마다 꼼꼼하게 시접을 다려주면완성도가 훨씬 올라갑니다그걸 잘 알지만 게으르게 바느질하는 저로써는 거의 시접 다리기를 생략하는데요즘 들어 인형 만들기에 열심이다보니 인형 만들기 할 때는 꼭 시접을 잘 다려줘야겠더라고요미니 다리미를 검색하다면 발견한 카스 미니 무선 다리미바느질 아이템으로 직접 구입해서 사용해 보고 남기는 내돈내산 리뷰랍니다 ㅋㅋㅋ우선 무선이라는 점이 좋았고 깔끔한 디자인도 좋았어요구성품은 보관 주머니와 충전용 케이블 스프레이통 본체처음에는 이렇게 본체와 다림판이 분리되어 와요 다림판 실리콘 커버사진에서는 다림판에 씌워져 있는 상태예요 충전 방식이에요일반 콘센트용 충전 케이블은 따로 없어요이 방식이 호불호가 나뉠 수도 있을 거 같은데 휴대용으로 사용하기에는 이런 방식이 편할 것 같긴 해요보조 배터리로 충전한다던지 이렇게요일반적으로 가정에서 사용하기에는 그냥 콘센트에 그대로 꽂아 충전하는 게 더 편한 전 아줌마 서타일이라충전 시간은 시간사용 시간은 분분을 풀로 다림질은 못할 것 같고요그래서 본격 다림질보다는 전 시접만 다리기에 간편함만으로도 만족감이 큽니다어쨌든 충전 후에는 무선이라 넘나 간단하니 편하고온도는 도 설정할 수 있어요전원 버튼을 꾹 길게 누르면 전원이 켜지고요전원 버튼을 짧게 누를 때마다 온도 설정을 올릴 수 있어요 전 보통  놓고 쓰나봐요이렇게 시접 잘 다려집니다스팀 다리미는 아니에요특별히 다리미판도 필요없고 간단하게 아무 원단 아래 깔고 써요이 다리미의 절대 강점은 간편하다는 거바느질할 때 다리미 챙기는 거 귀찮아서 잘 안 쓰는 제 입장에선 넘나 편합니다예전에 카페나 외부 공방에서 바느질 클래스를 하던 시절에늘 고민 중에 하나가 다리미를 어떻게 갖고 갈 것인가갖고 가더라도 전원을 어떻게 할 것인가가 진심 고민이었던 때가 있었어요이걸 보니 그 때 이런 게 있었다면 정말 좋았겠구나 싶더라고요휴대용 다리미로 간편하게 충전하며 사용하거나바느질 시접 다림질용으로는 너무나 간편합니다저는 바느질도 그렇게 오랜 시간 하지 않고 잠깐씩 하는 편이라 한 번 완충 후에 바느질하는 동안 시접 다림질은 다 할 정도예요그래서 크게 불편함 없이 사용하는 것 같아요다만 이렇게 가벼운 용도로 사용하기에는 가격이 착한 편은 아닌데폭풍 검색해보니 최저가 나온 곳보다 저렴한 곳이 있어서 저는 여기에서 구입했어요카스 핸드이지 휴대용 무선 미니 다리미  무선 방식으로 가정내에서와 출장 및 여행시 사용하기에 편리내구성은 좀 더 오래 사용해 봐야겠지만 고장나지 않고 오래 사용할 수 있으면 좋겠어요하여튼 저의 취미생활 바느질 추천 아이템이었습니다취미생활추천소잉템바느질소잉핸드메이드취미무선미니다리미카스무선미니다리미미니다리미엄마의취미엄마 아빠 이가온핸드메이드를 좋아하는 아기엄마이대로가 좋아,lalala0415/222265273060
"아트아뜰리에, 강남성인취미미술  홈인테리어용 유화 그림배우기🎨🖼",2021. 3. 7. 13:04,홈인테리어용 유화 그림배우기   아트아뜰리에주소  서울 강남구 강남대로길  층전화  홈인테리어용으로 직접 그린 그림을 꼭 걸어보고 싶었던 저  그 희망사항을 드디어 이루게 되었습니다강남성인취미미술로 아트아뜰리에에유화를 그리러 다녀왔어요  아트아뜰리에는 강남본점을 시작으로 홍대점 분당점 부산점 잠실점 강북점으로 지점이 운영되고 있어요 교차수강도 가능하답니다 전 집에서 가기 편한 강남점으로 다녀왔어요ㄱ강남역번 출구에서 가까운 강남본점 요즘은 취미로 그림 그리는 분들이 정말 많더라구요다른 수강생분들이 그린 작품들 보니 유화 그리기가 더더욱 기대가 됐어요크리스마스 리스를 유화로 그린 작품너무 예쁘져 인테리어로 크리스마스에 걸어 놓으면 너무 예쁠것 같아요  성인취미미술로 시작하기 좋은 아트아뜰리에는준비물은 다 준비되어있어 그림그리러 즐거운 마음과 몸만 가면되는 곳이예요 금액은 총 회 완성기준으로 원이예요 회 방문시 시간 수업입니다 평일 시 시 저녁 시 타임이 있고 주말은시 시 시타임이 있어요 금요일은 전지점 휴무인 점 참고하세요 대부분 회 완성 할수 있는 그림으로 추천해주시더라구요 간단하게 인적사항과 그림을 배워본 경험이 있는지체크하는데요전 그림을 배워본적이 없어 첫 시간에는 간단한 선그리기 명암넣기로 감을 익히는연습했어요 어느정도 연습이 끝나면 유화는 그릴 캔버스는 따로 구매해야해요 번에 끝낼수 있는 크기로 고르고 원 현장결제 후  그릴 그림도 골랐어요 바로 캔버스에 그리지 않고 종이 위에 스케치를 한 후 그림을 옮겨 그릴거예요첫 수업은 여기까지 그리고 일주일 후 방문했어요 좀 더 디테일하게 잡아주고 그리기 어려운 부분은 선생님 두분이 계속 다니시며너무너무 잘 도와주십니다 ㅎㅎ 캔버스 위에 전사지로 덧그린 후 이제 본격적으로 유화물감으로 색칠하기 위해필요한 물감을 조금씩 판에 담았어요 유화는 기름으로 이용해 그리는 그림이라 약간 뻑뻑한 느낌으로 색칠해줘야 하더라구요색칠이 들어가니 훨씬 더 재밌어요ㅋㅋㅋ시간 순삭일주일 후 또 방문할때 너무너무 기대되는거 있죠 ㅎㅎ완성작도 하루 빨리 만들고싶어요 강남성인취미미술로 유화그리기 홈인테리용으로 내가 직접 그린 그림을 거는것다음 포스팅엔 완성작 보여드릴께요 서울특별시 강남구 강남대로길  층강남성인취미미술아트아뜰리에유화그리기일상기록과 신혼일기 리뷰 셀프홈인테리어 미니멀라이프 디지털노마드를 꿈꾸는 갱생언니 ,rodtoddl87/222267190558
부산성인미술학원 서면 아트아뜰리에 ; 아크릴 취미 추천,2021. 3. 7. 23:11,리에  아크릴 취미 추천   성인취미 미술아트아뜰리에 부산 아트아뜰리에 회차 수업 후기 아트아뜰리에 부산서면코로나때문에 개인시간이 많아져서 이것저것 해보고있는 요즘이다사실 그냥 화 수업을 듣고 개인적인 사정으로 회차까지는 시간 텀이 조금 있었다아트아뜰리에의 가장 좋은점은 하는 시간에 자유롭게 참여할 수 있다는 장점인거 같다회차때 파도를 표현한다고 그린게 각이 져서 그런지 암만해도 파도보다는 산맥같이 보였다얼른 파도로 만들어 주고 싶다는 생각뿐이었다자리잡고 시간 집중해서 후후훅선생님의 도움을 받으며 그리다보니 벌써 완성작인 듯한 퀄리티의 그림으로 마무리했다내가 그린거라고의심하면서 내심 기분좋아서 친구들한테 자랑ㅋㅋ그렇다고 아직까진 가까이서 보면 안된다며매시간 수업이 끝나면 학원 한켠에 그림을 놔두는데 이날 수업마치고서는 학원 한켠에 놓여진것 만으로도 뿌듯했다ㅋㅋㅋㅋㅋㅋㅋ개인적으로 산맥같이 보이던 파도가 파도스럽게 보여서 진짜 마음에 들었었다ㅋㅋㅋㅋㅋㅋ회차마지막 수업으로 그림 완성하러 온날이라 기대감을 안고 왔다성인미술학원 아트아뜰리에에서 첫날 어색해하며 미술용품 준비하던 나인데 이제는 알아서 척척 셋팅을 딱그렇게 회차 마지막수업을 시작했다보다 퀄리티 높은 그림으로 마감하기 위하여 선생님의 조언을 받으면서 그리는데 진짜 설명해주신대로 그리기만 하면 그림이 순식간에 바꼈다진짜 그리는내내 행복했었다다른생각은 들지 않고 오로지 그림에만 집중할 수 있는 시간이라서 좋았다직장인 취미로 왜 인기가 많은지 알겠더라학원에서 찍어준 그림그리는 나의 모습평소의 내가 볼수 있는 나의 모습이 아니라서 그런지 마음에 들었다ㅋㅋㅋㅋㅋㅋㅋ아트아뜰리에 학원 포토존에 그림을 두고 찍었다처음 올때 나도 완성작을 포토존에 두고 찍을 수 있을까 했는데 찍었다ㅜㅜㅜㅜ 감동목표한대로 직접그린 그림을 포장해서 들고왔다진짜 똥손도 가능한 마법의 공간 아트아뜰리에마지막수업까지 하고나니 괜히 아쉬운마음에 앞치마도 찍어보고 학원공간도 찍어보고ㅋㅋㅋㅋㅋ회 수업에 원으로 유화 아크릴화 수채화 모든 재료비가 포함이 되어있어서 참 좋았던 아트아뜰리에였다아무래도 곧 또 그리러 올 듯ㅋㅋㅋㅋㅋ서울에 지점강남점 홍대점 잠실점 강북점 분당 지점 그리고 부산에 개 지점이 있는 성인미술학원으로 전문적인 곳인 아트아뜰리에다른수강생들 그림보니깐 욕심이 나는데출장다니면서도 할 수 있으니깐 또ㅋㅋㅋㅋ강남점  홍대점  잠실점  강북점  분당점  부산서면점 서울개지점 분당개부산광역시 부산진구 부전동   ,mochi222/222267771155
"성인취미미술, 데생플래닛(feat.직장인취미)",2021. 3. 6. 18:22,직장인취미   우중충한 일상에 활력을 가져다 줄 취미를 찾다가가볍게 그릴 수 있는 원데이클래스에 다녀왔어요홍대 인근 데이트코스로도 좋은 연남동화실데생플래닛   후기를 소개합니다귀여운 댕댕이덜 완성성인취미미술 데생플래닛주소  서울 마포구 동교로길  지남빌딩 호전화번호  영업시간  주말   평일    카카오톡 문의 가능서울특별시 마포구 연남동  지남빌딩 호 데생플래닛홍대 번출구로 나와서 분 정도 걸으면세월의 흔적이 느껴지는 지남빌딩에 도착데생플래닛은 지남빌딩 호에 위치하는데층까지 계단으로 오르면 가장 안쪽에 있어요빛이 쏟아지는 복도의 햇살을 받으며금색 간판이 인상적인 화실에 도착했어요성인취미미술 관련 시간표나 강의 내용은데생플래닛 홈페이지를 통해 확인 가능해요원데이클래스로 유명해 수강생이 꽤 있음에도깔끔하고 조용한 내가 좋아하는 분위기 물씬출입명부를 작성한뒤 체온을 재고 입장했고우측에는 다양한 미술 도구가 준비되어 있어요성인취미미술 종류로는 수채화 데생 유화아크릴 팝아트화 색연필 파스텔 펜 등다양하고 재밌는 수업 구성이 되어있는데요저는 친구와 함께 시간 동안 그릴 수 있는원데이클래스 아크릴화를 완성하고 왔어요네이버 블로그 최다 리뷰로 신뢰받는 성인 미술학원화이트톤의 깔끔한 화실 인테리어와감성 넘치는 음악이 흘러나오는 공간한켠에는 수강생들의 멋진 작품들이 놓여있고이젤 물감 앞치마 모든 것이 준비되어 있어요제가 그린 그림은 귀여운 칭구의 댕댕이들미리 그림을 보내면 인쇄까지 해주신답니다직접 화실에서 아이패드를 보고 골라도 되고초보자에게 좋을 그림 도안을 추천해주셔서보다 편하게 그림을 온전히 즐길 수 있어요미리 준비해주신 그림과 얇은 먹지 위에댕댕이 얼굴 라인에 따라 볼펜으로 그리기원데이 클래스는 시간 안에 완성해야해서라인은 초 스피드로 그리는 것을 추천드려요아크릴 물감은 작은 물병에 소분되어 있는데이미 조색이 되어 있어서 색이 다양하게 있지만원하는 스타일대로 가져와서 색을 섞어서 씁니다캔버스 위에 라인 스케치를 마치고 나면물통에 직접 물을 가득 담아오면 됩니다자리에 돌아오면 쌤이 탁상형 이젤 위에캔버스와 이미지를 붙여서 준비해두신답니다이렇게 보니 그림 잘 그리는 사람이 된 기분시범적으로 선생님께서 물감을 섞어주셨는데배경색은 핑크와 흰색을 섞어 연하게 만들었어요초벌을 색칠하고 나면 댕댕이의 포인트를미리 잡아 과감하게 슥삭슥삭 칠해줍니다댕댕이 표정은 아주 얇은 붓을 활용했는데점점 완성되어가는 제 그림 어떠신가요 정말 초심자에게도 딱 맞는 성인취미미술 클래스기본 회에 만원로 부담스럽지 않은 금액으로손쉽게 배울 수 있어서 너무 힐링되는 시간아크릴 물감으로 완성된 작품열심히 그리다보니 완성도가 조금 아쉬워서아트워크 클래스 수강도 알아봤는데요금액은 기본 회에 만원이라 부담없는 편이고내 실력에 맞춰 대 커리큘럼을 진행한다고다양한 재료로 재밌는 표현방법을 배울 수 있대요지친 일상 속에서 창의적인 에너지를뿜뿜 발산했던 행복했던 주말 마무리사랑스러운 댕댕이가 그려진 그림은고마운 친구에게 전달될 예정이에요 성인취미미술 잘하는 화실 찾으신다면홍대 데생플래닛 추천드려요요가와 와인 그리고 여행을 좋아하는 마케터 의 맛집 블로그입니다 서로이웃 환영해요,beandoll2/222266475211
